Authors,Title,Citation,DOIorPMID,Publisher,Year,Country (primary),Institution,All entries I found myself,Problem Type,Cluster,Cat1,Cat2,Cat3,FINDINGS,Reported to journal and or institute,Reported on Pubpeer,"Reported to Pubpeer, journal and or institute",PubPeer  post date,PubPeer Identity,PubPeer url,Email to Editor,RT,Expression of concern,CR,Correction or Retraction Date,Survival,mBio Set 782
"Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari",Up-regulation of focal adhesion kinase in non-small cell lung cancer,"Lung Cancer (2006) 53, 263—271",10.1016/j.lungcan.2006.06.001,Elsevier/ScienceDirect (10.1016),2006,Italy,University of Milan,1,ImageDupl,Stephana Carelli cluster,,,1,Duplicated lanes with blot panel,1,,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/3C0AA9C7227B8F71B2697D90D43F34,10/4/2015,,,,,-42281,1
"Christophe Broca,  Elodie Varin, Mathieu Armanet, Cécile Tourrel-Cuzin, Domenico Bosco,  Stéphane Dalle, Anne Wojtusciszyn",Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066",10.1371/journal.pone.0092066,PLOS,2014,France,Montpellier,1,ImageDupl,Stephane Dalle/Christophe Broca/Safia Costes cluster,,1,,duplicated/reused actin blot panels,1,1,1,6/14/2014,Peer 1,https://pubpeer.com/publications/2FCB67D400F93BBE49379C456C5D92,3/25/2014,,,1,7/7/2014,104,1
"Dinesh Kumar Parandhaman, Luke Elizabeth Hanna, Sujatha Narayanan","PknE, a Serine/Threonine Protein Kinase of Mycobacterium tuberculosis Initiates Survival Crosstalk That Also Impacts HIV Coinfection","PLOS One, January 2014 | Volume 9 | Issue 1 | e83541",10.1371/journal.pone.0083541,PLOS,2014,India,"Chennai, TamilNadu",1,ImageDupl,Sujatha Narayanan cluster,,,1,"duplicated blot strips, bands, possible editing",1,1,1,6/18/2020,"Elisabeth Bik, secondary",https://pubpeer.com/publications/A0A2A7E90DD7A9B574FA9435D3F007,4/17/2014,1,,,1/17/2019,1736,1
"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, Paul B. Fisher",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,"Int. J. Cancer: 133, 2726–2736 (2013)",10.1002/ijc.28289,Wiley (10.1002 / 10/1111 etc),2013,USA,"Virginia Commonwealth University School of Medicine, Richmond, VA",1,ImageDupl,Sujit K. Bhutia India cluster but also Paul B Fisher,,1,,Overlapping microscopy images,1,1,1,2/15/2015,Peer 2,https://pubpeer.com/publications/585F1DCD4BE6D3CAE7A52F5EBDE10C,2/21/2015,,,1,4/15/2016,419,1
"Susana Merino, Kelly M. Fulton, Susan M. Twine, Markus Wilhelms, Raquel Molero, Juan M. Tomas",Aeromonas hydrophila Flagella Glycosylation: Involvement of a Lipid Carrier,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89630",10.1371/journal.pone.0089630,PLOS,2014,Spain,Universidad de Barcelona,1,ImageDupl,Susana Merino / Barcelona cluster,,,1,"bands from one blot visible in another blot, stamping",1,1,1,9/26/2019,Elisabeth Bik,https://pubpeer.com/publications/34C034A73C7CA0E0986939796291D3,10/7/2015,,,,,-42284,1
"Sylwia Flis, Agnieszka Gnyszka, Krzysztof Flis",DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells,"PLOS One, March 2014 | Volume 9 | Issue 3 | e92305",10.1371/journal.pone.0092305,PLOS,2014,Poland,Warsaw,1,ImageDupl,Sylwia Flis / Warsaw cluster,,1,,Duplicated lanes within different panels - but representing same conditions,1,1,1,6/18/2020,Elisabeth Bik,https://pubpeer.com/publications/6BA32CE4AC5A0E394DF70B4966B131,4/6/2014,,,1,8/18/2014,134,1
"Taissia G Popova, Bryan Millis, Chris Bradburne, Svetlana Nazarenko, Charles Bailey, Vikas Chandhoke, Serguei G Popov",Acceleration of epithelial cell syndecan-1 shedding by anthrax hemolytic virulence factors,"BMC Microbiology 2006, 6:8",10.1186/1471-2180-6-8,Springer/ BioMedCentral,2006,USA,"George Mason University, Manassas, VA",1,ImageDupl,Taissia Popova USA cluster,,,1,"Duplicated blot panels, and lanes, multiple cases",1,1,1,5/8/2021,Elisabeth Bik,https://pubpeer.com/publications/87E8FD1B9982A8FFF439E06DC0737F,7/29/2015,,,,,-42214,1
"Taoufik Khalfaoui, Jean-François Groulx, Georges Sabra, Amel GuezGuez, Nuria Basora, Patrick Vermette, Jean-François Beaulieu",Laminin Receptor 37/67LR Regulates Adhesion and Proliferation of Normal Human Intestinal Epithelial Cells,"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e74337",10.1371/journal.pone.0074337,PLOS,2013,Canada,"Faculty of Medicine, and Health Sciences, Université de Sherbrooke, Sherbrooke, Quebec",1,ImageDupl,Taoufik Khalfaoui,,1,,"duplicated blot, different exposure",1,1,1,11/9/2019,Elisabeth Bik,https://pubpeer.com/publications/65D8DD0839A4CBEBBDCA762F1596AA,10/7/2015,,,,,-42284,1
"Bimal Jana, Subrata Panja, Swati Saha, Tarakdas Basu",Mechanism of protonophores-mediated induction of heat-shock response in Escherichia coli,"BMC Microbiology 2009, 9:20",10.1186/1471-2180-9-20,Springer/ BioMedCentral,2009,India,"Department of Biochemistry and Biophysics, University of Kalyani, Kalyani",1,ImageDupl,Tarakdas Basu Kalyani India cluster,,,1,duplicated bands within same blot panel,1,1,1,4/1/2019,Hedeoma Pulegioides,https://pubpeer.com/publications/E3B34BE76815411FD774923BCF9E2D,7/29/2015,,,,,-42214,1
"Ewa Fik-Rymarkiewicz, Teresa Duda, Rameshwar K. Sharma ",Novel frequenin-modulated Ca2+-signaling membrane guanylate cyclase (ROS-GC) transduction pathway in bovine hippocampus,"Molecular and Cellular Biochemistry 291: 187–204, 2006",10.1007/s11010-006-9215-6,Springer,2006,USA,"SOM and NJMS, University of",1,ImageDupl,Teresa Duda / Rameshwar Sharma UMD New Jersey,,,1,Duplicated bands within blots,1,1,1,12/2/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/1F99B19D4B2C53B64049E5F35F6AFB,10/4/2015,,,,,-42281,1
"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa􏰆, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, Mario Castellucci",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Int. J. Cancer: 133, 2650–2661 (2013)",10.1002/ijc.28280,Wiley (10.1002 / 10/1111 etc),2013,Italy,"Experimental, and Clinical Medicine, Universit􏰆a Politecnica delle Marche, Ancona",1,ImageDupl,Teresa Lorenzi Ancona cluster,,,1,"Reused lanes, possibly duplicated lanes",1,0,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/7C4B94B3D3F147F1F435BB0EDD8B52,2/21/2015,,,0,8/7/2015,167,1
"Tokameh Mahmoudi, Sylvia F. Boj, Pantelis Hatzis, Vivian S. W. Li, Nadia Taouatas, Robert G. J. Vries, Hans Teunissen, Harry Begthel, Jeroen Korving, Shabaz Mohammed, Albert J. R. Heck, Hans Clevers",The Leukemia-Associated Mllt10/Af10-Dot1l Are Tcf4/b-Catenin Coactivators Essential for Intestinal Homeostasis,"PLOS Biology, November 2010 | Volume 8 | Issue 11 | e1000539",10.1371/journal.pbio.1000539,PLOS,2010,Netherlands,"Hubrecht Institute, and University Medical Centre Utrecht, Utrecht, The Netherlands",1,ImageDupl,Tokameh Mahmoudi cluster,1,,,multiple cases of duplicated images,1,1,1,1/1/2020,"Elisabeth Bik, secondary",https://pubpeer.com/publications/CD2E9837B23FE37A16C94F8D84E3C4,10/2/2015,,,1,2/7/2017,494,1
"Trent Fowler, Payel Ghatak, David H. Price, Ronald Conaway, Joan Conaway, Cheng-Ming Chiang, James E. Bradner, Ali Shilatifard, Ananda L. Roy",Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells,"PLOS One, January 2014 | Volume 9 | Issue 1 | e87003",10.1371/journal.pone.0087003,PLOS,2014,USA,"Tufts University School of Medicine, Boston,",1,ImageDupl,Trent Fowler / Tufts cluster,,1,,"duplicated, and stretched blot",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/1E29E2BAA709051228938CE1948429,4/12/2014,,,1,4/22/2015,375,1
"Svenja Wolff, Stephan Becker, Allison Groseth",Cleavage of the Junin Virus Nucleoprotein Serves a Decoy Function To Inhibit the Induction of Apoptosis during Infection,"Journal of Virology, January 2013 Volume 87 Number 1, p. 224–233",10.1128/JVI.01929-12,ASM,2013,Germany,"Philipps Universität Marburg, Marburg",1,ImageDupl,Trent Fowler / Tufts cluster connection,,1,,duplicated lane used for different expt,1,1,1,1/11/2022,Elisabeth Bik,https://pubpeer.com/publications/E953AF37B7F319FE6705C985A735A9,12/31/2014,,,,,-42004,1
"Filippo M. Cernilogar, A. Maxwell Burroughs, Chiara Lanzuolo, Achim Breiling, Axel Imhof, Valerio Orlando",RNA-Interference Components Are Dispensable for Transcriptional Silencing of the Drosophila Bithorax- Complex,"PLOS ONE, June 2013 | Volume 8 | Issue 6 | e65740",10.1371/journal.pone.0065740,PLOS,2013,Italy,IRCCS,1,ImageDupl,Valerio Orlando / Italy cluster,1,,,"duplicated negative blots, cuts",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/2809FC9693B475175AC455192A507A,10/7/2015,,,,,-42284,1
"Lucia Malaguarnera, Maria Rosaria Pilastro, Luisa Vicari, Rosanna Dimarco, Livia Manzella, Giuseppe Palumbo, Angelo Messina",Pyrrolidinedithiocarbamate Induces Apoptosis in Human Acute Myelogenous Leukemic Cells Affecting NF-kB Activity,"Cancer Investigation, 23:404–412, 2005",10.1081/cnv-67147,,2005,Italy,"Department of Biomedical Sciences, University of Catania, Catania, Italy",1,ImageDupl,Valerio Orlando / Italy cluster maybe,,,1,"Duplicated lane within gel, and blot, two cases",1,1,1,1/11/2022,Elisabeth Bik,https://pubpeer.com/publications/A1EBA9ED2A295CCC40A9C8D9FE4FD9,10/4/2015,,,,,-42281,1
"Vishal Jain, Iswar Baitharu, Dipti Prasad, Govindasamy Ilavazhagan",Enriched Environment Prevents Hypobaric Hypoxia Induced Memory Impairment and Neurodegeneration: Role of BDNF/PI3K/GSK3b Pathway Coupled with CREB Activation,"PLOS ONE, May 2013 | Volume 8 | Issue 5 | e62235",10.1371/journal.pone.0062235,PLOS,2013,India,Defence Institute DIPAS,1,ImageDupl,Vishal Jain and Govindasamy Ilavazhagan,,1,,two sets of overlapping microscopy images,1,1,1,6/18/2020,Elisabeth Bik,https://pubpeer.com/publications/07F1F45369241056E8D9CB89527C21,5/23/2014,,,,,-41782,1
"Mukesh Kumar, Kelsey Roe, Beverly Orillo, Daniel A. Muruve, Vivek R. Nerurkar, Michael Gale Jr., Saguna Verma",Inflammasome Adaptor Protein Apoptosis-Associated Speck-Like Protein Containing CARD (ASC) Is Critical for the Immune Response and Survival in West Nile Virus Encephalitis,"Journal of Virology, April 2013 Volume 87 Number 7, p. 3655–3667",10.1128/JVI.02667-12,ASM,2013,USA,"University of Hawaii at Manoa, Honolulu, Hawaii",1,ImageDupl,Vivek R Nerurkar U Hawaii cluster,,,1,duplicated lanes,1,1,1,12/17/2021,Elisabeth Bik,https://pubpeer.com/publications/8DB8E023DBB7A1B0083E4CAC8A95ED,12/31/2014,,,1,7/17/2018,1294,1
"Wasia Rizwani, Aneesa Fasim, Deepshikha Sharma, Divya J. Reddy, Nabil A. M. Bin Omar, Surya S. Singh",S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression,"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e103868",10.1371/journal.pone.0103868,PLOS,2014,India,"Biochemistry, Osmania University, Hyderabad,",1,ImageDupl,Wasia Rizwani cluster also connected to Surya S. Singh,1,,,Duplicated microscopy panels,1,1,1,8/15/2014,Peer 1,https://pubpeer.com/publications/4FB2611882EAD8A77A616B26848E6B,8/15/2014,,,1,11/18/2014,95,1
"Junyi Liao, Ning Hu, Nian Zhou, Liangbo Lin, Chen Zhao, Shixiong Yi, Tingxu Fan, Wei Bao, Xi Liang, Hong Chen, Wei Xu, Cheng Chen, Qiang Cheng, Yongming Zeng, Weike Si, Zhong Yang, Wei Huang",Sox9 Potentiates BMP2-Induced Chondrogenic Differentiation and Inhibits BMP2-Induced Osteogenic Differentiation,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e89025",10.1371/journal.pone.0089025,PLOS,2014,China,First Affiliated Hospital of Chongqing Medical University,1,ImageDupl,Wei Huang / Chongqing cluster,,1,,overlapping microscopy images,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/FE6A4152D1F35DD6389E1EB0CE014B,10/7/2015,,1,,4/1/2021,2003,1
"Yan Tan, Pi-Ou Tseng, Daren Wang, Hui Zhang, Kendall Hunter, Jean Hertzberg, Kurt R. Stenmark, Wei Tan",Stiffening-Induced High Pulsatility Flow Activates Endothelial Inflammation via a TLR2/NF-kB Pathway,"PLOS ONE, July 2014 | Volume 9 | Issue 7 | e102195",10.1371/journal.pone.0102195,PLOS,2014,USA,Univ Colorado Boulder,1,ImageDupl,Wei Tan at UoColorado Boulder,,,1,Multiple cases of duplicated bands within same or other panels; duplicated/rotated microscopy images,1,1,1,8/19/2014,Peer 1,https://pubpeer.com/publications/55664DA237C2FC86B5D92B9EDABB04,8/19/2014,1,,,8/1/2019,1808,1
"Weibing Leng, Xiaohui Pang, Hongwei Xia, Mingxing Li, Liu Chen, Qiulin Tang, Dandan Yuan, Ronghui Li, Libo Li, Fabao Gao, Feng Bi",Novel Split-Luciferase-Based Genetically Encoded Biosensors for Noninvasive Visualization of Rho GTPases,"PLOS ONE, April 2013 | Volume 8 | Issue 4 | e62230",10.1371/journal.pone.0062230,PLOS,2013,China,"Sichuan University, Chengdu,",1,ImageDupl,Weibing Leng Chengdu cluster,,1,,"Multiple western blot panel duplications, with mirroring or stretching",1,1,1,6/18/2020,Elisabeth Bik,https://pubpeer.com/publications/E72AF6ADC3F2A05615D44807CCDCE4,10/7/2015,,1,,6/23/2023,2816,1
"Yan Zhen, Yanfen Ye, Xiaoli Yu, Chunping Mai, Ying Zhou, Yan Chen, Huiling Yang, Xiaoming Lyu, Ye Song, Qiangyun Wu, Qiaofen Fu, Mengyang Zhao, Shengni Hua, Hao Wang, Zhen Liu, Yajie Zhang, Weiyi Fang","Reduced CTGF Expression Promotes Cell Growth, Migration and Invasion in Nasopharyngeal Carcinoma","PLOS ONE, June 2013 | Volume 8 | Issue 6 | e64976",10.1371/journal.pone.0064976,PLOS,2013,China,"Cancer Research Institute of Basic Medicine School, Southern Medical University, Guangzhou, PR China",1,ImageDupl,"Weiyi Fang and Songtao Qi - Southern Medical University, Guangzhou cluster",,1,,overlapping microscopy images,1,1,1,6/12/2014,Peer 1,https://pubpeer.com/publications/5715A4AF73CD208F42FDFBCEDF4413,6/12/2014,,1,,4/2/2020,2121,1
"Wen Gu, Daiwei Wan, Qinyi Qian, Bin Yi, Zhilong He, Yilin Gu, Liang Wang, Songbing He",Ambra1 Is an Essential Regulator of Autophagy and Apoptosis in SW620 Cells: Pro-Survival Role of Ambra1,"PLOS ONE, February 2014 | Volume 9 | Issue 2 | e90151",10.1371/journal.pone.0090151,PLOS,2014,China,First Affiliated Hospital of Soochow University,1,ImageDupl,Wen Gu / Songbing He / Soochow university cluster,,1,,"Shifted microscopy panel, different exposure of identical looking western blot",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/88F5272C5254C5F399433D5103724A,10/7/2015,,,,,-42284,1
"Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai",Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE),Journal of Autoimmunity 25 (2005) 206-214,10.1016/j.jaut.2005.09.016,Elsevier/ScienceDirect (10.1016),2005,USA,"Neurology, Wayne State University School of Medicine, Detroit, MI",1,ImageDupl,William W Cruikshank,,1,,"Duplicated blot strips, stretched multiple cases",1,1,1,5/22/2019,Elisabeth Bik,https://pubpeer.com/publications/1837E6BB9DECEBB0CCB5A7E6BCF731,10/4/2015,,,,,-42281,1
"Xiang-Zhen Kong, Rong-Hua Yin, Hong-Mei Ning, Wei-Wei Zheng, Xiao-Ming Dong, Yang Yang, Fei-Fei Xu, Jian-Jie Li, Yi-Qun Zhan, Miao Yu, Chang-Hui Ge, Jian-Hong Zhang, Hui Chen, Chang-Yan Li, Xiao-Ming Yang",Effects of THAP11 on Erythroid Differentiation and Megakaryocytic Differentiation of K562 Cells,"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e91557",10.1371/journal.pone.0091557,PLOS,2014,China,"Pharmaceutical Engineering, Tianjin University, Tianjin",1,ImageDupl,Xiao-Ming Yang /  Tianjin cluster,,1,,Overlapping microscopy panels,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/E0DAE18FE9C1FE8B4C51D16CF7DEFC,10/7/2015,,,,,-42284,1
"Dechao Kong, Tiansheng Zheng, Ming Zhang, Daode Wang, Shihao Du, Xiang Li, Jiahu Fang, Xiaojian Cao",Static Mechanical Stress Induces Apoptosis in Rat Endplate Chondrocytes through MAPK and Mitochondria-Dependent Caspase Activation Signaling Pathways,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69403",10.1371/journal.pone.0069403,PLOS,2013,China,"First Affiliated Hospital of Nanjing Medical University, Nanjing (Orthopedics)",1,ImageDupl,Xiaojian Cao / Nanjing cluster,,1,,"identical FACS plots, but different gating %",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/34FC4AA87C62912AF3C340F147EB47,10/7/2015,,,,,-42284,1
"Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen",Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice,Journal of Autoimmunity 32 (2009) 85–93,10.1016/j.jaut.2008.12.003,Elsevier/ScienceDirect (10.1016),2009,USA,"Endocrinology, Department of Internal Medicine, Yale School of Medicine, New Haven, CT",1,ImageDupl,Xiaoyan Xiao and Peng Zhao Shandong University and U Wyoming,,1,,Overlapping microscopy images,1,1,1,3/7/2021,Elisabeth Bik,https://pubpeer.com/publications/51671AB06380BB80F69C66729DAC01,10/4/2015,,,,,-42281,1
"Liang Chen, Yi Bai, Guiying Liao, Ejun Peng, Bolin Wu, Yuxi Wang, Xiaoyong Zeng, Xiaolin Xie",Electrospun Poly(L-lactide)/Poly(e-caprolactone) Blend Nanofibrous Scaffold: Characterization and Biocompatibility with Human Adipose-Derived Stem Cells,"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71265",10.1371/journal.pone.0071265,PLOS,2013,China,"Urology, Tongji Hospital, Tongji Medical College, Huazhong University of Science, and Technology, Wuhan",1,ImageDupl,Xiaoyong Zeng,,1,,three overlapping microscopy panels,1,1,1,8/4/2020,Elisabeth Bik,https://pubpeer.com/publications/7061BA6A70D556C7D676963697CD26,10/7/2015,,,,,-42284,1
"Xin-Zhong Chang, Da-Qiang Li, Yi-Feng Hou, Jiong Wu, Jin-Song Lu, Gen-Hong Di, Wei Jin, Zhou-Luo Ou, Zhen-Zhou Shen, Zhi-Ming Shao",Identification of the functional role of peroxiredoxin 6 in the progression of breast cancer,"Breast Cancer Research 2007, 9:R76",10.1186/bcr1789,Springer/ BioMedCentral,2007,China,"Breast Cancer Institute, Cancer Hospital, Department of Oncology, Shanghai Medical College",1,ImageDupl,Xin-Zhong Chang Tianjin Medical University,,1,,Rotated blots,1,1,1,1/11/2022,Elisabeth Bik,https://pubpeer.com/publications/BF9E000B49B6A8BD34A6CB90FF3636,7/29/2015,,,1,7/2/2018,1069,1
"Xiaolei Wang, Erxi Wu, Jun Wu, Tian-Li Wang, Hsing-Pang Hsieh, Xinli Liu",An Antimitotic and Antivascular Agent BPR0L075 Overcomes Multidrug Resistance and Induces Mitotic Catastrophe in Paclitaxel-Resistant Ovarian Cancer Cells,"PLOS ONE, June 2013 | Volume 8 | Issue 6 | e65686",10.1371/journal.pone.0065686,PLOS,2013,USA,Texas Tech University,1,ImageDupl,Xinli Liu Texas cluster,1,,,multiple cases of duplicated blot panels,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/BDF911522AA2AA305F9F8729AFCDE3,10/7/2015,,,,,-42284,1
"Xinxin Li, Cheng Chen, Fangmei Wang, Wenhuan Huang, Zhongheng Liang, Yuzhong Xiao, Ke Wei, Zhenxing Wan, Xiang Hu, Shuanglin Xiang, Xiaofeng Ding, Jian Zhang",KCTD1 Suppresses Canonical Wnt Signaling Pathway by Enhancing b-catenin Degradation,"PLOS ONE, April 2014 | Volume 9 | Issue 4 | e94343",10.1371/journal.pone.0094343,PLOS,2014,China,"Key Laboratory of Protein Chemistry and Development Biology of State Education Ministry of China, College of Life Science, Hunan Normal University, Changsha",1,ImageDupl,Xinxin Li Jian Zhang Hunan cluster,,,1,"Stamping in western blot, mirroring of band, but representing same experiment?",1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/B302C7990865D6C66A5CE84B265F1C,10/7/2015,1,,,5/12/2022,2409,1
"Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, Jilong Shen","Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice","Infect. Immun. 2012, 80(6):2121",10.1128/IAI.06295-11,ASM,2013,China,Anhui Medical University,1,ImageDupl,Xiucai Xu Jilong Shen cluster,,,1,"duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped",1,1,1,3/14/2022,"Elisabeth Bik, secondary",https://pubpeer.com/publications/956503F4B44EC1DB320F041C460962,10/30/2014,1,,,3/17/2015,138,1
